Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,new_feature_1,new_feature_2,new_feature_3,new_feature_4,new_feature_5,new_feature_6,new_feature_7,new_feature_8,new_feature_9,new_feature_10,new_feature_11,new_feature_12,new_feature_13,new_feature_14,new_feature_15,new_feature_16,new_feature_17,new_feature_18,new_feature_19,new_feature_20,new_feature_21,new_feature_22,new_feature_23,new_feature_24,new_feature_25,new_feature_26,new_feature_27,new_feature_28,new_feature_29,new_feature_30,new_feature_31,new_feature_32,new_feature_33,new_feature_34,new_feature_35,new_feature_36,new_feature_37,new_feature_38,new_feature_39,new_feature_40,new_feature_41,new_feature_42,new_feature_43,new_feature_44,new_feature_45,new_feature_46,new_feature_47,new_feature_48,new_feature_49,new_feature_50,new_feature_51,new_feature_52,new_feature_53,new_feature_54,new_feature_55,new_feature_56,new_feature_57,new_feature_58,new_feature_59,new_feature_60,new_feature_61,new_feature_62,new_feature_63,new_feature_64,new_feature_65,new_feature_66,new_feature_67,new_feature_68,new_feature_69,new_feature_70,new_feature_71,new_feature_72,new_feature_73,new_feature_74,new_feature_75,new_feature_76,new_feature_77,new_feature_78,new_feature_79,new_feature_80,new_feature_81,new_feature_82,new_feature_83,new_feature_84,new_feature_85,new_feature_86,new_feature_87,new_feature_88,new_feature_89,new_feature_90,new_feature_91,new_feature_92,new_feature_93,new_feature_94,new_feature_95,new_feature_96,new_feature_97,new_feature_98,new_feature_99,new_feature_100,new_feature_101,new_feature_102,new_feature_103,new_feature_104,new_feature_105,new_feature_106
45,45,106,0.4060105535148344,3.8125019696476548,-3.7033291583609493,0.4654487499945087,-4.848494570110238,-0.7140982999923535,1.9077694009886108,2.639852803567959,3.014416313020759,2.4422108941346803,3.773635116778778,-1.0422156459493912,-2.5019941116456743,-1.843084049638006,0.09837540750141058,-2.1760032261713635,-0.12516990858907734,0.1793949501120504,1.0296283338529502,-0.9135604527280561,0.5678007812988275,1.543535373303477,0.25437289053890283,-2.739847016912589,-1.8510792744501736,-1.6352892081013772,-0.48430880608259624,1.1467540364640771,-3.1141563873395723,0.8263212726140792,1.7535942153639068,-1.515805907961421,0.13463870511199327,0.5485658878902803,0.4597191672321779,0.1068405880309993,1.2991569341356703,1.5257657858102396,1.9739888054279102,-1.8874028412115775,-0.6053203442963588,0.33734687352665055,0.6906190170594264,0.539371580965756,0.4356829148623387,0.0067272730629875,-0.484131965739796,-0.5975379370462448,0.2998492026742949,-0.31759711959072084,-1.229382758598772,-1.0909029651345243,0.6678438775434069,-0.2527085914988519,1.6522414312383744,-1.137123093151686,0.1910396640667333,-0.4996396588679425,-1.0345394537936758,-0.2939121333311102,-0.8878708083445985,0.5371493773002832,0.25436619395309684,-1.227499758499741,-0.48124556391232287,-0.47929973965944606,0.8697095355677774,0.013530856907717728,-0.32409864543924294,-1.074361659121809,0.49789292138601926,0.2863483122976149,0.0752713886204472,0.07971539784917663,0.33449332108421004,1.0345822108664122,0.3430549144195473,0.5244085141615032,-0.27570398282295805,0.6792638519077187,0.16089393071959904,-0.6369839861742347,-0.22436322826610314,-0.13395155910820197,-0.19447427565992226,0.1472010947441041,-0.18592815317977676,-0.36967510034233014,0.587892698808416,-0.887744832164817,-0.14831678756450695,0.4142294256381464,-0.2253203584202789,-0.42780590809583535,0.45908827466666907,0.3983760791027207,-0.1715619740151894,0.07018905556073833,-0.3173164013878257,-0.0400985718672257,0.44266162062036346,0.07772949054401959,-0.443444881160181,-0.2759139447291754,0.02849830268424862,-0.1818311300973028
45,45,106,-4.425211327629061,4.568676016344016,0.5953907248345383,-6.334909960710531,-0.8025311473249145,-1.7745522707051844,4.492295258587033,0.8648003684651996,-1.9523952998816878,2.8956859615941033,-2.071221574485424,-1.0323062840060724,-0.3285340153793581,-1.7241546437795843,-1.6913517463620247,0.2539087162368932,1.38465397597597,-0.5497505227947255,1.2289788796961305,-0.9627211014304565,-1.4518014056766348,2.441794354435451,-1.4426555125954221,-1.640226871566654,-2.401307234552666,0.7082787627898209,-0.9697273752222632,2.472146250188639,-1.04213624883944,1.119719282088658,1.374660515430391,0.7124546980192997,-1.135750059228579,-0.9843814523814398,-0.49027603610556303,-1.9875084006563046,1.1447042884120646,0.9580697442858835,-0.4303017101434881,-1.1167069455119722,0.4067680726356243,-0.22641077782822075,1.2108082050943256,-1.6239110694621246,-0.3756009007763776,0.2070253704884474,0.03676434634636027,-0.03306058460395059,-0.8147428207124738,1.5625384539881828,0.07659017133518868,0.8190823083835206,-0.3102323991692054,0.44555859966397576,0.02863974914098103,1.4242647349236337,0.10942257684551573,0.37199068695169407,-0.3521771896009099,-0.9057481065910662,-0.8648364219776777,-1.01337963157478,1.2579704574511739,1.4128214284984704,0.1348008540247974,-0.347462614454891,-1.1279848762246742,0.304819831963046,0.8897559120712598,0.31925741485792747,-0.48645147637562997,0.4299013205357963,-0.7112602925540399,-0.37083119290011624,0.46686307025161167,0.002326781322377202,0.2773002614276864,0.927533983249161,-0.07748847153303075,0.26972076247060117,0.5107210306643338,-0.27734884634764445,-0.005173339103050794,0.37475669794414956,0.005044574959415342,-0.0024892914265952316,0.07487681215937482,-0.3254271749267064,0.09187638011233573,-0.094432244782656,-0.15412773894982734,0.17695853539632198,0.3190391851660236,-0.5668895254671013,0.24562370982221887,0.13981385827204565,0.46915709438320286,-0.236190143323933,-0.33099190784566696,0.16433559796921296,0.31659739725150193,0.23822193386505305,-0.14697827562045404,0.2141143887732299,-0.07329807257991315,-0.23155456067775185
45,45,106,-5.471498593853276,5.088896297336654,1.6283404112423425,-8.434197909565437,-2.4960650448080863,2.374620753746083,-0.30670284062653014,2.3972563572609933,-3.3059829545782535,4.966735846055288,-0.3068853344583283,0.676515262308538,-1.8425578026329723,2.5261089998954485,-2.4375135170128814,3.887238912498733,-0.4542112730052498,-2.126602491447147,1.5164420243755716,-2.3859135491177037,0.9658614371924708,2.1358295829100804,-2.2993858874558373,-1.1962370700988754,-2.117468215810544,0.9768261945153263,-2.219014710229653,0.2824684506456441,0.4276753750332517,0.7973737263792016,2.43981114210435,-1.362899737478279,1.3135457869570895,0.8406052749894535,-0.9231051258072788,-1.3249983843883004,-1.7623925373981535,1.3957088676401805,-0.25420738420212496,0.08458364244685171,-0.906754372853197,0.33514028887342007,-0.06253950231217185,-0.40328314966676715,-1.0523219139403714,-0.965310899926362,0.9486416335429927,-0.4128361945646595,1.597740188804183,0.34147976831633625,-0.09557858612435038,-1.5321206909412741,1.4111823438099413,-1.00066016361738,0.2722479338277273,0.8887497239654429,-0.9706141315650264,0.35187278190879073,0.9506781967014981,-0.6187325935091771,-0.13346187093349776,0.5243266497896549,0.31449672899153047,0.8349135772799553,-0.3891454271750166,0.41676374672847893,-0.5409819979676417,0.4862208400351117,0.20537576942682884,-0.1903873875053085,-0.6626725213861304,-0.24994448008254913,-0.11704315556432095,-0.6793113419008757,-0.30379952631713475,-0.17804571942637185,0.7364757872227243,0.2481712012891058,0.6075278828003264,-0.18820457071605914,0.3363114267137658,0.43586989190568187,0.35193222945164915,0.4649279616564802,-0.2677976664621867,0.16686487478582174,0.44621015507746536,-0.3319187707725356,0.26119454570050904,0.14244891187618966,-0.2359033092354517,0.5801483829748557,-0.008084857957085552,0.4323269679974216,0.14108997252223487,0.16407735831043888,0.05393790648161781,0.06763833856840387,-0.0030739331748706766,0.06280476447008117,0.36601340621218853,0.004162627816213673,-0.047835990493526395,0.1124628843766282,-0.5341680063352611,0.08238757913095972
45,45,106,-1.2935726611567786,5.151699694914426,6.571603664400827,0.5691841716082906,-1.5645312248287198,-0.4740110430918964,3.4440716496124706,-2.997659596687427,0.5573061435597657,0.4630430956929121,-0.1891423755887962,-2.8019064498980857,1.512067242442813,-0.5312380166962031,2.602682222618271,1.1395412002960592,2.0929093483198744,-2.7910670170810894,0.3766684542728512,-2.5024121042596223,0.9623289307361976,-0.014729169879790952,0.788213872621421,0.6315303605094594,1.5389575114755911,0.6805497041598982,-1.491664815672422,1.3697072963693995,-0.25970425589655477,-0.23338035775498361,1.9516568648621502,-0.1571770228370966,1.0240510426667249,-1.9734942322163513,-0.10001214346840588,0.4377106847518002,-1.6782808492878007,-0.5217181300857271,0.6895194066686038,-0.48537661360484186,0.024672150437114106,0.6804223131008431,0.19873362832363053,-0.898351155717388,0.5991928579594724,-0.9953959679010608,2.251014653904008,-0.30317813787665193,0.5987201618971114,0.565327380242914,-0.2213176889785641,-0.40734422415417165,-0.627546885454447,0.15834197323319782,-0.8043620344498759,-0.6350323959727556,1.0687663300537544,0.3087329105321577,0.35048501509763647,-0.5423552424293783,-0.40866258774811126,-0.7784151344885158,1.058734121488344,1.4935845468185822,-0.5428254056028794,-0.8627350384592444,-0.14301764551050966,0.3805385958042701,-0.5922039031844467,-0.040428389955308154,0.28886165245022766,0.1679767323459263,-0.3279444143100615,0.24131314368377887,-0.39896347214468786,-0.5498636311574717,0.7369295636662001,-0.33342719771522344,0.8130275770471896,-0.7334762713628066,-0.261722669468439,-0.12272397922567667,-0.3197166353353692,-1.6514592872803053,0.12864004520870737,0.07797491912070684,0.12477943330730192,0.9519974885979514,-0.24020975084497445,-0.3699906758932339,0.04494726521801133,-0.1392977989850921,0.3774039711243836,-0.8549199959239324,0.2766926802848979,-0.12150505410228936,-0.06945088776914413,0.160786964480231,0.03729989005667092,-0.07719427807851496,0.04069496273136252,-0.2901931251874127,-0.0777001201877262,-0.2849091690856776,-0.20949559247723684,-0.038220346598870907
45,45,106,-5.16848614533703,4.459820339874338,1.7194860458599903,-8.61424020481644,0.011688511224188356,0.2622811866311236,-2.330432834406161,1.1323260177950683,1.0308762258511985,2.2400334627117653,-2.936373674879265,-1.7530816032376297,-0.19819606758878203,-1.334358142323346,-3.254420778440621,0.16568248449735384,-2.1807140464565067,-1.0316273944228582,-0.9112972787698843,-0.6837150411807363,1.7334149690152019,1.6321033793142472,-0.935033363644893,-2.2923916838845413,-2.5187659840841747,0.15664731174808577,-2.2432386670408153,1.6604762491844003,-1.6546084914693908,-0.6718326557624277,0.03578565169352654,1.3923093979520316,-0.7876250038723202,0.21614261130717125,-0.7280779509131207,-0.7576199162663585,-1.8877126048713024,2.4039835381607184,-0.2438856275517477,-0.9497792459728586,-0.1133353763772177,-0.931579083252172,0.2457895415461125,0.11086987646097499,-0.2522015074253127,-0.49269857432608205,-0.44941675949094406,-0.6670908697163718,1.0113422333360749,0.037585417729016746,1.9234088219733518,0.4745323277775152,-0.2690953947502544,-0.6900984875460981,-0.24990301607110538,-0.21051664862794392,0.5444387503207552,0.9711446481814822,0.7595953964930686,-0.3027050782339843,0.1964790178232728,0.3447607084314904,0.5840114881184506,1.2626644953063206,0.14895166575433563,0.2931609346396697,-1.0130777039492342,0.9956033320074944,-0.24818170315907565,-0.9348935582043767,-0.4740867891693132,-0.7503560481393814,-0.36028946256816385,-0.2471994379515144,-0.23225599987503848,-0.14763226569051827,0.4140881935383528,0.6550091443395147,0.5993783735872242,0.08546909839512151,0.4071139104396239,-0.6941207384960084,0.33372825965350394,0.6518089353913932,0.28550949721545854,0.018299680895361443,-0.026996541483124713,0.7764144549010005,0.02501642960867736,-0.09616330823288427,-0.6000038635031918,0.8721509768356153,-0.06691109255971105,-0.4344755078713274,-0.06441062755222757,0.1994539594932868,0.022384294851286256,0.016591748083887026,-0.5322875093490838,-0.08347727829343046,-0.12867405163231105,0.2688592037373003,0.1437167013361254,0.3642592725405237,0.24543353622410935,0.3190195202884023
45,45,106,3.980766689626762,2.976171533864159,4.657519699665312,-0.5025155298853882,-1.3720064627761532,-0.9468558649295941,0.23577889493955748,1.9812376639677471,-0.8430079640582904,2.517961847011439,-2.4599947845619217,2.7919889038904655,0.08089922799694647,-2.190859226005215,1.441149817433838,-1.844767501963148,-0.14161058011343658,-2.323911623561919,-1.225903974963292,-0.16611360083506924,1.8136692862754544,0.5936294174112686,-2.4649725046712003,0.04339590321475491,-0.705110015698557,0.3639973376158178,-0.04039322288591242,-0.09523381274287661,0.07052280385549091,1.0407540467938579,-0.057989608639133716,0.6223173377854948,0.09598173044941966,-0.16757753721243407,-1.5082224803309328,1.1196606283334243,-0.5050148314896412,1.3106354297269343,0.8516579275226522,-0.4600342401434074,0.40696969727535726,-0.7294084222848918,-1.0090592788951545,-0.2591547178094335,0.45723993500750626,0.15122488632145867,0.07200320061402127,-0.1509122548339082,0.5833161804999442,-0.418809901017353,-0.30826409904298746,-0.7654263958001948,-1.0589283149124686,0.4439489317734983,0.6893227891210976,0.27094855914406696,-0.6286556594213936,0.7668415031963555,0.39379432132956776,-0.03671617514262729,-0.7303293174794059,0.1110751037594199,0.31948815192428337,0.05620197582520788,-0.5218854885921665,-1.1191604515482958,0.21801616482000172,0.8292103753685985,-0.01258647212746733,0.1908170738967166,0.7516040244077011,-0.13762847622370955,0.007347443513437052,-0.6159358405532451,-0.10967965867338383,-0.01603900082892035,0.26370404113796175,0.25035605135967476,0.06734843794874233,-0.8911560283061519,0.16228398068983177,0.2251163432031489,-0.2714569052865369,0.24663797945709748,0.4800788781667502,-0.29791945702358774,-0.770921796940733,-0.12575287085159806,-0.1264443489608978,0.7523368478400697,0.19420379892605483,-0.20787936616892383,-0.08363178479856502,-0.49835547523061324,0.22396738897696017,-0.3171531224257756,-0.4228660779862227,0.02424659081393392,-0.149559564438125,0.010102751866777228,-0.5674620209800753,0.2050020232095832,0.10945037794123513,-0.0062929946994596375,-0.19222513001245106,0.18714590082976434
5,5,106,-5.800225442650385,5.784818135398223,0.3930968032871098,-8.276877155801323,-2.010618361776301,0.34840696392798776,0.19631735010492998,2.329993709200138,-1.8777172849947017,5.059419990958279,1.8869238663811942,-0.22935366484623296,-1.592156708294131,1.0988044084556825,-1.6443789485443296,1.309723224054108,-2.3154425521274016,0.23673353117238222,0.09270881869574686,-0.822340643741316,1.1247744733534653,2.527977306881933,-1.0167855070528367,-2.9793822233057363,-2.110839024689664,0.699075985401724,-2.2653676543625334,1.1462593410310875,-1.249168667297381,0.4889919911116061,0.7814854242545051,-0.18958289772589434,-0.8421131132013633,1.5453556118024032,-0.7599599769408112,-1.0502217331361154,-1.6973028408706488,0.8405020496139696,0.43858579836613637,0.27028963161818165,-0.6546103118363942,-0.6721088156084315,0.5354442419967534,-0.13233744412482054,-1.088157329629298,0.018057514768889373,0.6432820595954362,-0.48946990946765373,0.16247532843988113,0.7259778115692306,0.23507431004539323,-1.3095908467379322,-0.05213779190900458,-0.3595642962285957,0.11347421253867152,-0.15070213452598594,-0.36144758653048364,0.5525731810224116,1.0140218553076539,-0.5439885528588267,0.4146965345722247,-0.46087978931264967,-0.36985259942961735,0.30743588626383106,-0.1445081963022181,0.044343362328496984,-0.9625523495898999,0.7498737294457972,-0.10000821651341432,0.5753194146833962,-0.46813550119303576,-0.0944405001478497,-0.391549602954739,-0.22639309083619355,-0.4426372529760125,-0.48251997959324877,0.805771380557539,0.7740752865616249,0.5047276114758058,-0.15374421518983394,0.6391501445889615,-0.06569293635421503,0.30446100282285793,0.13444999509403957,-0.641197365664017,0.16369626520752906,-0.18023769186267405,-0.02771933226657908,-0.3329674071659365,0.03815443844254724,-0.3389129884572949,0.7133326585678602,0.17694833966473333,0.025598889618911408,-0.2788241109241549,0.5387000628959133,-0.07800673815718968,-0.10904225274904245,-0.14483631928021212,0.2348317960680063,0.4129680397655323,0.24890886178389512,-0.5142177076874223,0.24761303802150744,-0.012282932960428415,-0.11697790679992572
5,5,106,9.20083784087778,7.7362682814606005,-0.6544257077755476,-1.5849580657688171,0.7091280361116304,3.6841533382941782,2.347800395831039,-0.06285142213387597,0.1473874792176455,-1.2675427511210788,-0.053247403324352176,-2.730230608969328,1.7011181372056556,-0.7848454251083588,-2.6500678503903203,-0.0053438708603557265,-0.4391174018932865,0.5628643546130989,-0.28063599628075053,-1.3339379831616205,0.3552230024619033,0.005190380591444723,0.7644025153870192,-1.3228993443792014,1.1626999993046447,0.8108446308619678,0.024451883539216075,-1.7049502941799648,-1.0417604523457593,0.3694679524933449,-0.9468162792866078,0.6821421736634339,-0.6774821889075351,1.0202031163213636,-0.639779643321115,-1.5370478524347913,-0.1919430149298478,1.7941616337032116,0.7812509989439552,-0.6266634326225298,1.5685578746000222,-1.6201045788904855,0.587036119300866,-1.0461845167239618,0.12830422788649323,-0.1899222128924849,-0.76868727748705,0.15941493995627545,0.6165181923919403,-0.608939265515029,-0.13695520649255577,-0.4380477003907415,-1.157368293502487,0.14726674585283106,0.28367277116866063,0.31054625120168616,0.025430406408495483,-0.4145500459596614,0.3668195361113841,-0.2914537378004346,-0.1307629821005486,0.24465719891478518,-0.8156577925932633,-0.41491793777102604,0.7181820580135617,-0.47243305464395535,1.2262705398488654,0.31387762559109195,0.4520052459776953,0.060806506148706974,-0.007312265780897707,0.8992930211930164,0.1256763271054649,-0.057093696379812195,0.13023654444002353,0.0626256475866551,0.4403947209873449,0.19483510320969372,0.159645158827264,-0.5322308233491536,0.2939754259317298,-0.32376659898745874,0.24481767263277543,0.251429710508068,-0.06173858496045601,0.386281212978697,0.6242548864969083,-0.8028240233830859,-0.18096716081534453,0.7455891890167825,0.6717408806776929,-0.22021891417827652,-0.012747981711728371,-0.61456405986768,0.1241741892751743,-0.42279873049858185,0.0591549929139194,0.3801219854742221,0.31911120433910817,0.045695510056736,0.4505241194084151,0.23309446716373727,0.5415971734100097,0.08572793354550837,-0.008454248137220084,-0.09693953172387826
5,5,106,8.802354503027832,5.001548924174594,-1.0392295135203664,-1.6802616262793333,0.4508186698878869,3.6696317516784815,1.7504656018725917,0.2133597938463392,-1.048071542382544,0.8374407807449892,-0.5729731723701318,-1.2735029315389552,-0.40325635509757246,1.6608135001125568,-0.4431406339296409,-0.6875900325417386,0.45986811698703595,1.1386701547889868,-0.3632159507200898,-3.09650941085998,-0.07453641651042515,1.0122008059550363,-1.0662744060023432,-1.5280797857241042,1.4670700903849412,0.7299637753254722,-0.9097314784619263,-0.2405039578294315,-1.7196029714636065,0.7406480720627864,0.11270484716912194,1.4166433158174687,-0.08214709337328634,1.0650155758713638,0.15328808281894576,-1.2271280769487112,-1.196805995262144,0.33950705601918446,0.5256480017281054,-1.6882532373938024,-0.6387797855666242,-1.3350558265587638,0.17297271823046917,-0.2840692561395541,0.8917213799281778,-0.6245548444045954,1.0802989320253964,0.33731331462406866,0.40397924256713613,-0.8117463034785126,0.08017106458608748,-0.560226440533514,-0.47667433684532234,0.5417503935605171,0.5201860777126901,-0.9709763989595925,-0.1422832239908732,0.1349117401003765,0.578121312160819,-0.33621076732893995,-0.34881892470225834,-0.18784228250847515,-1.299612845705122,-0.9242877618201807,0.9834195907768661,-0.2023888297799223,0.34885195296799104,0.32453378373554753,0.24252107134669848,0.2989171158642536,-0.07680892983604153,0.27487381706152897,0.08237918333351912,0.33338820270760394,0.4122287780404409,0.600110220722288,0.255499543139905,0.7451847851902711,0.4378921736094561,-0.5461082283028286,0.5385324162649241,0.06657354161772391,0.21410906941147273,0.032121725859771334,0.10808518022569592,0.025948971041755406,0.40893957085635896,-0.4773437962952715,0.24656045603802984,0.29508583926602405,0.9053159099349887,-0.09682998946826041,-0.22245135651174192,-0.07562590505617868,0.19667008896156146,-0.19638481607658692,0.2057558623074869,0.2547322623630482,-0.11364105983931176,-0.1670046770736812,-0.08057631595047703,0.3868469110465339,0.2751039798236898,0.22458024155553966,-0.22227359956697532,0.07987863767577699
5,5,106,-5.040287957090888,5.245219450354968,0.5193385587530548,-6.295142102738875,-1.6641103335670535,-0.20672098178372658,2.5154721877339314,0.13997526369829516,-4.177364985799098,4.607559913956075,0.8738657651290241,-1.6762057050269978,0.6707694979075445,-1.91804493386733,-1.594519980748533,1.0478144147067359,2.015181157926349,0.2708497790639491,-1.8130815618967355,-1.2363984428333774,0.1327171738938306,2.3945502150559403,-1.1854418532011943,-3.6708318864941507,-1.7283392809802067,1.1311211515245847,-1.56377883040406,-0.40878531020556635,-0.6107299728573308,1.502158016068811,1.5646474625920588,-0.061938728483606015,-0.8916103445324285,-0.048191368925847286,-0.0988635987698845,-1.1225495718164666,-1.3670498515118912,1.1993868016009197,1.6778850623075359,-0.8136138767942708,-0.18441426043882764,0.1846406362979548,-0.089509464508506,-1.1217312683638205,-1.0857009585519388,-0.49873785952525157,0.30175950385108435,1.696338288531884,-1.2277071458510829,0.34026974088778456,1.5142221054389338,0.4519283762511181,-0.8008959053290181,-0.5929682336371215,0.2873870052337637,0.30062046220130473,-0.5740798306375541,1.1606778226853491,0.17575760869480359,-0.5963400645967627,-0.19842635802224953,0.35651432418524126,-0.09693404358325962,-0.03863689642535802,0.4542201994582212,0.12592400879385698,0.1725904570173558,0.19112027029186454,0.848915099037592,0.30636332879752665,-0.2839898014939927,0.13008694591749942,0.12213646906072871,-0.10599768229089514,-0.12905161135133375,-0.47477858357560604,0.3103220215884708,-0.11535636492043326,-0.30282683967635976,0.04097098715854099,0.0829299689599768,0.41450861596607075,0.05168953232384636,0.5103885388083639,-0.30538690043658734,0.9212937352849444,0.07628486059589999,-0.13492063251947697,-0.2506805361818636,-0.07343830923367621,-0.10949114502707012,0.2712649700308422,-0.001957036987995958,0.27265918857211013,-0.269822614076518,0.18905801425309152,-0.11324886094242063,0.04704186956759794,0.024741823253216656,0.002824742189774585,0.20761959857408643,0.07500159242939683,-0.5786077284260229,-0.25871730449299896,-0.264027795287014,-0.11869084339760992
